State Code,District Code,Sub-District Code,Sub-District Name (In English)
10,198,1525,Islamnagar Aliganj
10,209,1392,Islampur
10,192,1337,Ismailpur
10,194,1444,Itarhi
10,193,1428,Jagdishpur
10,192,1343,Jagdishpur
10,206,1083,Jainagar
10,214,1137,Jalalgarh
10,218,1256,Jalalpur
10,195,1181,Jale
10,207,1358,Jamalpur
10,198,1527,Jamui
10,224,1276,Jandaha
10,199,1536,Jehanabad
10,198,1530,Jhajha
10,206,1097,Jhanjharpur
10,211,1024,Jogapatti
10,188,1120,Jokihat
10,201,1145,Kadwa
10,192,1336,Kahalgaon
10,216,1174,Kahara
10,199,1537,Kako
10,611,1543,Kaler
10,206,1090,Kaluahi
10,213,1048,Kalyanpur
10,217,1284,Kalyanpur
10,208,1204,Kanti
10,209,1378,Karai Parsurai
10,215,1462,Karakat
10,215,1467,Kargahar
10,611,1544,Karpi
10,214,1135,Kasba
10,210,1514,Kashi Chak
10,201,1151,Katihar
10,197,1215,Katiya
10,190,1354,Katoria
10,208,1208,Katra
10,209,1397,Katrisarai
10,210,1516,Kawakol
10,195,1183,Keotiranway
10,213,1047,Kesaria
10,194,1439,Kesath
10,202,1323,Khagaria
10,198,1532,Khaira
10,206,1089,Khajauli
10,217,1287,Khanpur
10,207,1360,Kharagpur
10,192,1331,Kharik
10,196,1490,Khizirsarai
10,191,1304,Khudabandpur
10,212,1413,Khusrupur
10,195,1195,Kiratpur
10,205,1167,Kishanganj
10,203,1127,Kishanganj
10,223,1107,Kishanpur
10,203,1126,Kochadhamin
10,215,1457,Kochas
10,193,1424,Koilwar
10,196,1487,Konch
10,201,1143,Korha
10,213,1049,Kotwa
10,214,1133,Krityanand Nagar
10,197,1219,Kuchaikote
10,200,1448,Kudra
10,205,1163,Kumarkhand
10,208,1213,Kurhani
10,188,1117,Kursakatta
10,201,1155,Kursela
10,611,1546,Kurtha
10,195,1197,Kusheshwar Asthan
10,195,1198,Kusheshwar Asthan Purbi
10,189,1484,Kutumba
10,206,1084,Ladania
10,218,1253,Lahladpur
10,204,1368,Lakhisarai
10,206,1099,Lakhnaur
10,222,1233,Lakri Nabiganj
10,198,1529,Lakshmipur
10,224,1270,Lalganj
10,206,1085,Laukaha
10,206,1086,Laukahi
10,211,1018,Lauriya
10,189,1486,Madanpur
10,206,1100,Madhepur
10,205,1161,Madhepura
10,213,1055,Madhuban
10,206,1093,Madhubani
10,211,1021,Madhubani
10,206,1080,Madhwapur
10,222,1236,Maharajganj
10,216,1173,Mahishi
10,224,1283,Mahnar
10,224,1275,Mahua
10,211,1016,Mainatanr
10,222,1240,Mairwa
10,211,1027,Majhaulia
10,221,1065,Majorganj
10,218,1262,Maker
10,199,1540,Makhdumpur
10,212,1398,Maner
10,195,1185,Manigachhi
10,201,1156,Manihari
10,197,1225,Manjha
10,218,1255,Manjhi
10,196,1494,Manpur
10,201,1152,Mansahi
10,202,1324,Mansi
10,191,1309,Mansurchak
10,223,1108,Marauna
10,218,1260,Marhaura
10,208,1203,Marwan
10,212,1408,Masaurhi
10,218,1248,Mashrakh
10,191,1320,Matihani
10,213,1057,Mehsi
10,210,1522,Meskaur
10,208,1205,Minapur
10,199,1538,Modanganj
10,200,1449,Mohania
10,196,1509,Mohanpur
10,217,1293,Mohanpur
10,217,1294,Mohiuddinagar
10,212,1420,Mokameh
10,217,1291,Morwa
10,213,1041,Motihari
10,196,1492,Muhra
10,207,1356,Munger
10,205,1164,Murliganj
10,208,1212,Musahri
10,189,1483,Nabinagar
10,209,1379,Nagar Nausa
10,218,1259,Nagra
10,221,1078,Nanpur
10,191,1315,Naokothi
10,192,1329,Narayanpur
10,210,1511,Nardiganj
10,210,1521,Narhat
10,213,1036,Narkatia
10,211,1017,Narkatiaganj
10,188,1112,Narpatganj
10,215,1463,Nasriganj
10,192,1339,Nathnagar
10,212,1404,Naubatpur
10,192,1332,Naugachhia
10,215,1469,Nauhatta
10,216,1171,Nauhatta
10,211,1030,Nautan
10,222,1229,Nautan
10,210,1512,Nawada
10,194,1445,Nawanagar
10,196,1491,Neem Chak Bathani
10,223,1101,Nirmali
10,215,1466,Nokha
10,209,1387,Noorsarai
10,200,1447,Nuaon
10,189,1480,Obra
10,197,1218,Pach Deuri
10,222,1237,Pachrukhi
10,213,1044,Paharpur
10,210,1515,Pakribarawan
10,213,1052,Pakri Dayal
10,188,1119,Palasi
10,212,1407,Paliganj
10,218,1249,Panapur
10,212,1418,Pandarak
10,206,1094,Pandaul
10,196,1496,Paraiya
10,209,1389,Parbalpur
10,202,1328,Parbatta
10,221,1067,Parihar
10,208,1201,Paroo
10,218,1263,Parsa
10,221,1071,Parsauni
10,213,1053,Patahi
10,216,1176,Patarghat
10,224,1274,Patepur
10,224,1269,Paterhi Belsar
10,212,7447,Patliputra
10,212,7448,Patna City
10,212,1400,Patna Rural
10,217,1292,Patori
10,213,1054,Phenhara
10,190,1351,Phulidumar
10,206,1087,Phulparas
10,212,1402,Phulwari
10,197,1220,Phulwaria
10,204,1366,Pipariya
10,223,1110,Pipra
10,213,1050,Piprakothi
10,220,1059,Piprarhi
10,211,1020,Piprasi
10,193,1429,Piro
10,192,1335,Pirpainti
10,203,1124,Pothia
10,201,1149,Pranpur
10,223,1104,Pratapganj
10,212,1410,Punpun
10,221,1077,Pupri
10,205,1168,Puraini
10,220,1058,Purnahiya
10,214,1134,Purnia East
10,217,1289,Pusa
10,189,1479,Rafiganj
10,223,1105,Raghopur
10,224,1279,Raghopur
10,222,1244,Raghunathpur
10,209,1382,Rahui
10,224,1277,Raja Pakar
10,210,1524,Rajauli
10,190,1347,Rajaun
10,209,1394,Rajgir
10,206,1095,Rajnagar
10,194,1443,Rajpur
10,215,1464,Rajpur
10,200,1446,Ramgarh
10,204,1370,Ramgarh Chowk
10,213,1033,Ramgarhwa
10,211,1014,Ramnagar
10,200,1454,Rampur
10,192,1333,Rangra Chowk
10,188,1115,Raniganj
10,199,1535,Ratni Faridpur
10,213,1031,Raxaul
10,218,1257,Revelganj
10,221,1070,Riga
10,210,1517,Roh
10,215,1475,Rohtas
10,217,1300,Rosera
10,221,1073,Runisaidpur
10,214,1131,Rupauli
10,192,1338,Sabour
10,193,1434,Sahar
10,224,1282,Sahdai Buzurg
10,208,1199,Sahebganj
10,191,1318,Sahebpur Kamal
10,208,1214,Sakra
10,216,1179,Salkhua
10,217,1288,Samastipur
10,201,1154,Sameli
10,212,1401,Sampatchak
10,193,1425,Sandesh
10,213,1046,Sangrampur
10,207,1364,Sangrampur
10,215,1465,Sanjhauli
10,223,1106,Saraigarh Bhaptiyahi
10,217,1295,Sarairanjan
10,208,1202,Saraiya
10,209,1384,Sarmera
10,215,1471,Sasaram
10,216,1172,Satar Kataiya
10,216,1175,Saur Bazar
10,192,1341,Shahkund
10,193,1421,Shahpur
10,190,1345,Shambhuganj
10,191,1321,Shamho Akha Kurha
10,205,1162,Shankarpur
10,219,1374,Sheikhpura
10,219,1373,Shekhopur Sarai
10,220,1060,Sheohar
10,215,1470,Sheosagar
10,196,1503,Sherghati
10,217,1286,Shivaji Nagar
10,211,1013,Sidhaw
10,197,1227,Sidhwalia
10,198,1526,Sikandra
10,211,1026,Sikta
10,188,1118,Sikti
10,209,1395,Silao
10,194,1435,Simri
10,216,1178,Simri Bakhtiarpur
10,205,1159,Singheshwar
10,217,1301,Singhia
10,195,1182,Singhwara
10,210,1523,Sirdala
10,222,1247,Siswan
10,222,1230,Siwan
10,216,1177,Sonbarsa
10,221,1066,Sonbarsa
10,611,1545,Sonbhadra Banshi Suryapur
10,218,1267,Sonepur
10,192,1344,Sonhaula
10,198,1533,Sono
10,214,1136,Srinagar
10,213,1034,Sugauli
10,192,1340,Sultanganj
10,223,1109,Supaul
10,221,1064,Suppi
10,204,1367,Surajgarha
10,221,1068,Sursand
10,215,1460,Suryapura
10,217,1290,Tajpur
10,196,1506,Tan Kuppa
10,218,1250,Taraiya
10,207,1362,Tarapur
10,193,1433,Tarari
10,195,1186,Tardih
10,220,1062,Tariani Chowk
10,191,1311,Teghra
10,203,1121,Terhagachh
10,213,1056,Tetaria
10,207,1363,Tetiha Bambor
10,211,1023,Thakrahan
10,203,1123,Thakurganj
10,209,1388,Tharthari
10,197,1223,Thawe
10,196,1488,Tikari
10,215,1474,Tilouthu
10,223,1111,Tribeniganj
10,213,1042,Turkaulia
10,197,1222,Uchkagaon
10,193,1426,Udwant Nagar
10,217,1298,Ujiarpur
10,224,1268,Vaishali
10,217,1296,Vidyapati Nagar
10,210,1513,Warisaliganj
10,217,1285,Warisnagar
10,196,1507,Wazirganj
10,222,1239,Ziradei
4,44,277,Chandigarh
32,564,5683,Adoor
32,563,5651,Alathur
32,555,5658,Aluva
32,554,5674,Ambalappuzha
32,566,5939,Chalakkudy
32,560,5671,Changanassery
32,566,5653,Chavakkad
32,554,5677,Chengannur
32,554,5673,Cherthala
32,565,5689,Chirayinkeezhu
32,563,5650,Chittur
32,556,5664,Devikulam
32,562,5641,Ernad
32,558,5631,Hosdurg
32,556,5942,Idukki
32,557,5937,Iritty
32,555,5661,Kanayannur
32,560,5672,Kanjirappally
32,557,5633,Kannur
32,554,5676,Karthikappally
32,559,5684,Karunagappally
32,558,5630,Kasaragod
32,565,5945,Kattakkada
32,555,5660,Kochi
32,566,5655,Kodungallur
32,559,5688,Kollam
32,562,5941,Kondotty
32,564,5943,Konni
32,555,5663,Kothamangalam
32,559,5687,Kottarakkara
32,560,5670,Kottayam
32,561,5639,Koyilandi
32,564,5682,Kozhenchery
32,561,5640,Kozhikode
32,566,6598,Kunnamkulam
32,555,5657,Kunnathunad
32,559,5685,Kunnathur
32,554,5675,Kuttanad
32,564,5680,Mallappally
32,567,5635,Mananthavady
32,558,5932,Manjeswaram
32,563,5648,Mannarkad
32,554,5678,Mavelikkara
32,560,5668,Meenachil
32,566,5656,Mukundapuram
32,555,5662,Muvattupuzha
32,565,5690,Nedumangad
32,565,5692,Neyyattinkara
32,562,5642,Nilambur
32,563,5647,Ottappalam
32,563,5649,Palakkad
32,555,5659,Paravur
32,559,5686,Pathanapuram
32,563,5940,Pattambi
32,557,6599,Payyannur
32,556,5667,Peerumade
32,562,5643,Perinthalmanna
32,562,5646,Ponnani
32,559,5947,Punalur
32,564,5681,Ranni
32,567,5636,Sulthanbathery
32,566,5652,Talappilly
32,557,5632,Taliparamba
32,557,5634,Thalassery
32,561,5938,Thamarassery
32,564,5679,Thiruvalla
32,565,5691,Thiruvananthapuram
32,556,5666,Thodupuzha
32,566,5654,Thrissur
32,562,5644,Tirur
32,562,5645,Tirurangadi
32,563,7176,Tribal Taluk Office Attappadi
32,556,5665,Udumbanchola
32,560,5669,Vaikom
32,565,5946,Varkala
32,561,5638,Vatakara
32,558,5933,Vellarikkundu
32,567,5637,Vythiri
37,9,7231,Diskit
37,6,6191,Drass
37,9,7158,Durbuk
37,6,13,Kargil
37,9,12,Khaltsi
37,9,7159,Kharu
37,9,10,Leh
37,9,7162,Nyoma
37,6,14,Sankoo
37,9,7160,Saspol
37,6,6192,Shakar Chiktan
37,6,7305,Shergole
37,9,11,Sumoor
37,6,7306,Taisuru
37,6,15,Zanskar
22,381,7346,Aamabeda
22,387,3331,Abhanpur
22,762,7255,Adbhar
22,378,7331,Ahiwara
22,383,7241,Ajgarbahar
22,379,3278,Akaltara
22,761,3310,Ambagarh Chouki
22,389,3247,Ambikapur
22,645,7307,Amlipadar
22,381,3353,Antagarh
22,387,3330,Arang
22,646,7253,Arjunda
22,761,7278,Aundhi
22,376,6509,Bade Bacheli
22,643,3356,Baderajpur
22,380,7347,Bagbahar
22,385,3343,Bagbahra
22,380,3255,Bagicha
22,384,3232,Baikunthpur
22,374,3364,Bakavand
22,646,3321,Balod
22,379,3279,Baloda
22,644,3326,Balodabazar
22,649,3237,Balrampur
22,379,7265,Bamhnidih
22,381,7353,Bande
22,763,3271,Baramkela
22,383,7233,Barpali
22,376,7232,Barsur
22,385,3339,Basna
22,374,3362,Bastanar
22,374,3363,Bastar
22,389,3253,Batouli
22,377,7316,Belargaon
22,375,7243,Belgahna
22,375,7281,Beltara
22,650,3312,Bemetara
22,650,3315,Berla
22,636,3379,Bhairamgarh
22,383,7328,Bhaisma
22,648,3244,Bhaiyathan
22,377,7315,Bhakhara
22,374,7312,Bhanpuri
22,381,3349,Bhanupratappur
22,760,3231,Bharatpur
22,644,3325,Bhatapara
22,648,7310,Bhatgaon
22,763,7276,Bhatgaon
22,378,7329,Bhilai-3
22,650,7299,Bhimbhauri
22,636,3376,Bhopalpattnam
22,762,7400,Bhothiya
22,648,7245,Biharpur
22,636,3378,Bijapur
22,763,3329,Bilaigarh
22,375,3295,Bilaspur
22,375,3297,Bilha
22,382,3299,Bodla
22,375,7250,Bodri
22,378,7330,Bori
22,649,7340,Chalgali
22,379,3281,Champa
22,649,7254,Chando
22,762,7354,Chandrapur
22,381,3348,Charama
22,386,7240,Chhal
22,642,3374,Chhindgarh
22,637,7318,Chhotedongar
22,759,3302,Chhuikhadan
22,645,3336,Chhura
22,388,3306,Chhuriya
22,760,7268,Chirmiri
22,762,3284,Dabhra
22,376,3369,Dantewada
22,374,3366,Darbha
22,650,7357,Darhi
22,389,7261,Darima
22,383,7266,Darri
22,646,3322,Daundi
22,646,3320,Daundilohara
22,649,7251,Daura-Kochali
22,645,3338,Devbhog
22,650,7298,Devkar
22,378,3316,Dhamdha
22,377,3346,Dhamtari
22,643,7320,Dhanora
22,386,3263,Dharamjaigarh
22,387,7292,Dharsiwa
22,383,7293,Dipka
22,388,3307,Dongargaon
22,388,3304,Dongargarh
22,642,7355,Dornapal
22,380,3260,Duldula
22,378,3317,Durg
22,381,3350,Durgkondal
22,380,3261,Farsabahar
22,645,7343,Fingeshwar
22,642,7273,Gadiras
22,759,7264,Gandai
22,636,7263,Gangaloor
22,645,3335,Gariyaband
22,386,3265,Gharghoda
22,388,7352,Ghumka
22,376,3370,Gidam
22,387,7259,Gobra Nawapara
22,646,3319,Gunderdehi
22,646,3323,Gurur
22,383,7271,Hardibazar
22,762,7327,Hasoud
22,642,7356,Jagargunda
22,374,3360,Jagdalpur
22,762,3286,Jaijaipur
22,379,3277,Janjgir
22,647,7311,Jarhagaon
22,380,3257,Jashpur
22,381,3351,Kanker
22,380,3256,Kansabel
22,386,7348,Kapu
22,374,7344,Karpawand
22,383,3276,Kartala
22,644,3328,Kasdol
22,376,3371,Katekalyan
22,383,3272,Katghora
22,382,3298,Kawardha
22,760,7269,Kelhari
22,643,3355,Keshkal
22,760,3235,Khadganva
22,761,7277,Khadgaon
22,759,3303,Khairagarh
22,387,7262,Kharora
22,386,3269,Kharsia
22,637,7321,Kohkameta
22,385,7322,Komakhan
22,643,3357,Kondagaon
22,642,3373,Konta
22,383,3275,Korba
22,375,3291,Kota
22,760,7275,Kotadol
22,381,7345,Koylibeda
22,376,3372,Kuakonda
22,382,7351,Kukdur
22,377,7314,Kukrel
22,388,7350,Kumarda
22,382,7323,Kunda
22,380,3259,Kunkuri
22,377,3344,Kurud
22,649,3240,Kusmi(Samri)
22,636,7260,Kutru
22,386,3264,Lailunga
22,389,3248,Lakhanpur
22,388,7301,Lal Bahadur Nagar
22,647,7258,Lalpur Thana
22,648,7236,Latori
22,644,7246,Lavan
22,374,3361,Lohandiguda
22,647,3290,Lormi
22,389,3251,Lundra
22,377,3345,Magarlod
22,385,3341,Mahasamund
22,389,3254,Mainpat
22,645,3337,Mainpur
22,643,3358,Makdi
22,762,3285,Malkharoda
22,387,7308,Mandir Hasoud
22,760,3234,Manendragarh
22,380,3258,Manora
22,761,3309,Manpur
22,643,7319,Mardapal
22,646,7297,Marri Bangla(Deori)
22,734,3288,Marwahi
22,375,3296,Masturi
22,761,3308,Mohla
22,386,7300,Mukdega
22,647,3292,Mungeli
22,377,3347,Nagri
22,650,7248,Nandghat
22,374,7313,Nangur
22,637,3367,Narayanpur
22,381,3352,Narharpur
22,650,3311,Nawagarh
22,379,3280,Nawagarh
22,762,7267,Naya Baradwar
22,648,3243,Odgi
22,637,3368,Orchha
22,375,7349,Pachpedi
22,381,3354,Pakhanjur
22,644,3327,Palari
22,383,3274,Pali
22,379,3283,Pamgarh
22,382,3301,Pandariya
22,383,7237,Pasan
22,378,3318,Patan
22,380,3262,Pathalgaon
22,647,3293,Pathariya
22,384,7309,Patna
22,734,3289,Pendra
22,734,3287,Pendra Road
22,643,3359,Pharasgaon
22,382,7324,Pipariya
22,385,3342,Pithora
22,384,7270,Pondi(Bachra)
22,383,3273,Poundi-Uproda
22,648,3239,Pratappur
22,648,3246,Premnagar
22,386,3268,Pusour
22,649,7257,Raghunathnagar
22,386,3267,Raigarh
22,387,3332,Raipur
22,645,3333,Rajim
22,388,3305,Rajnandgaon
22,649,3250,Rajpur
22,649,3236,Ramanujganj
22,648,3245,Ramanujnagar
22,649,7238,Ramchandrapur
22,375,7239,Ratanpur
22,382,7272,Rengakharkala
22,382,3300,Sahaspur Lohara
22,650,3313,Saja
22,734,7252,Sakola
22,762,3282,Sakti
22,759,7294,Salhewara
22,649,7242,Samri
22,375,7235,Sankari
22,380,7234,Sanna
22,379,7274,Saragaon
22,385,3340,Saraipali
22,763,3270,Sarangarh
22,647,7326,Sargaon
22,763,7244,Sariya
22,381,7325,Sarona
22,763,7401,Sarsiwa
22,375,7247,Seepat
22,649,3241,Shankargarh
22,379,7256,Shivrinarayan
22,644,3324,Simga
22,389,3252,Sitapur
22,644,7296,Sonakhan
22,384,3233,Sonhat
22,644,7249,Suhela
22,642,3375,Sukma
22,648,3242,Surajpur
22,375,3294,Takhatpur
22,386,3266,Tamnar
22,380,7603,Tapkara
22,650,3314,Thankhamariya
22,387,3334,Tilda
22,374,3365,Tokapal
22,642,7317,Tongpal
22,644,7295,Tundara
22,389,3249,Udaypur
22,636,3377,Usur
22,649,3238,Wadrafnagar
7,80,7571,Adarsh Nagar
7,670,7573,Badarpur
7,80,7570,Badli
7,794,7582,Bawana
7,84,7580,Bijwasan
7,80,7569,Burari
7,795,7574,Chandni Chowk
7,83,7587,Chhatarpur
7,79,452,Delhi Cantonment
7,83,7588,Deoli
7,84,7592,Dwarka
7,78,439,Gandhi Nagar
7,81,7584,Gokalpur
7,85,7590,Janakpuri
7,670,7572,Jangpura
7,670,456,Kalkaji
7,81,6083,Karawal Nagar
7,77,447,Karol Bagh
7,82,7594,Kirari
7,83,7589,Malviya Nagar
7,84,7581,Matiala
7,83,6080,Mehrauli
7,796,432,Model Town
7,794,7583,Mundka
7,84,451,Najafgarh
7,82,7595,Nangloi Jat
7,794,430,Narela
7,79,7593,New Delhi
7,77,448,Patel Nagar
7,78,7585,Patparganj
7,85,449,Rajouri Garden
7,82,6077,Rohini
7,795,7575,Sadar Bazar
7,81,437,Shahdara
7,796,7578,Shakur Basti
7,796,7579,Shalimar Bagh
7,85,7591,Vikaspuri
7,78,7586,Vishwas Nagar
7,81,6082,Yamuna Vihar
30,551,5610,Bardez
30,551,5612,Bicholim
30,793,5619,Canacona
30,793,5931,Dharbandora
30,552,5615,Mormugao
30,551,5609,Pernem
30,552,5614,Ponda
30,793,5617,Quepem
30,552,5616,Salcete
30,793,5618,Sanguem
30,551,5613,Satari
30,551,5611,Tiswadi
31,553,5626,Agatti
31,553,5620,Amini
31,553,5627,Andrott
31,553,5621,Bitra
31,553,5622,Chetlat
31,553,5624,Kadmat
31,553,5628,Kalpeni
31,553,5625,Kavaratti
31,553,5623,Kiltan
31,553,5629,Minicoy
24,449,3728,Abdasa
24,459,7600,Abrama
24,459,6518,Adajan
24,444,3921,Ahwa
24,459,7552,Ambika
24,441,3736,Amirgadh
24,442,3914,Amod
24,439,3843,Amreli
24,439,7432,Amreli-City
24,440,6530,Anand City
24,440,3864,Anand Rural
24,449,3725,Anjar
24,440,3868,Anklav
24,442,3918,Anklesvar
24,459,7553,Areth
24,438,6512,Asarva
24,439,3840,Babra
24,439,3844,Bagasara
24,669,3871,Balasinor
24,453,3926,Bansda
24,459,3940,Bardoli
24,676,3786,Barwala
24,438,3784,Bavla
24,672,3772,Bayad
24,451,3758,Becharaji
24,789,3742,Bhabhar
24,449,3724,Bhachau
24,674,3820,Bhanvad
24,442,3916,Bharuch
24,442,7597,Bharuch City
24,443,3854,Bhavnagar
24,443,7444,Bhavnagar City
24,448,3828,Bhesan
24,672,3764,Bhiloda
24,449,3726,Bhuj
24,668,6020,Bodeli
24,440,3867,Borsad
24,676,3850,Botad
24,676,7435,Botad City
24,455,3750,Chanasma
24,668,3901,Chhota Udaipur
24,452,7545,Chikada
24,453,3925,Chikhli
24,459,3938,Chorasi
24,460,3794,Chotila
24,460,3796,Chuda
24,461,3905,Dabhoi
24,441,3737,Danta
24,441,3735,Dantiwada
24,460,3790,Dasada
24,438,3782,Daskroi
24,452,3911,Dediapada
24,441,3740,Deesa
24,441,7437,Deesa City
24,446,3776,Dehgam
24,789,3741,Deodar
24,461,6035,Desar
24,438,3778,Detroj-Rampura
24,445,3895,Devgadbaria
24,438,3787,Dhandhuka
24,441,3734,Dhanera
24,445,3896,Dhanpur
24,672,3770,Dhansura
24,462,3928,Dharampur
24,439,3845,Dhari
24,789,7544,Dharnidhar
24,438,6167,Dholera
24,438,3783,Dholka
24,457,3810,Dhoraji
24,460,3789,Dhrangadhra
24,447,3816,Dhrol
24,445,3893,Dohad
24,641,6200,Dolvan
24,450,7558,Fagvel
24,445,3890,Fatepura
24,676,3852,Gadhada
24,450,6025,Galteshwar
24,453,3924,Gandevi
24,449,3731,Gandhidham
24,446,3775,Gandhinagar
24,445,3894,Garbada
24,443,3857,Gariadhar
24,452,6029,Garudeshwar
24,438,6513,Ghatlodiya
24,443,3855,Ghogha
24,454,3887,Ghoghamba
24,675,6199,Gir Gadhda
24,669,7546,Godhar
24,454,7598,Godharacity
24,454,3885,Godhra
24,457,3807,Gondal
24,457,7439,Gondal City
24,445,7554,Govindguru Limdi
24,441,7555,Hadad
24,454,3888,Halol
24,673,3788,Halvad
24,442,3919,Hansot
24,455,3748,Harij
24,458,3766,Himatnagar
24,458,3763,Idar
24,439,3848,Jafrabad
24,453,3923,Jalalpore
24,454,3889,Jambughoda
24,442,3913,Jambusar
24,447,3821,Jamjodhpur
24,457,3808,Jamkandorna
24,447,6525,Jamnagar City
24,447,3814,Jamnagar Rural
24,457,3806,Jasdan
24,443,6203,Jesar
24,457,3811,Jetpur
24,457,7440,Jetpur City
24,668,3900,Jetpur Pavi
24,442,3917,Jhagadia
24,445,3891,Jhalod
24,447,3815,Jodiya
24,451,6021,Jotana
24,448,3827,Junagadh
24,448,6517,Junagadh City
24,669,3880,Kadana
24,451,3759,Kadi
24,668,7551,Kadval
24,447,3817,Kalavad
24,454,3886,Kalol
24,446,7438,Kalol City
24,446,3773,Kalol Gandhinagar
24,674,3819,Kalyanpur
24,459,3936,Kamrej
24,441,3743,Kankrej
24,450,3869,Kapadvanj
24,462,3930,Kaprada
24,461,3907,Karjan
24,459,6519,Katargam
24,450,3872,Kathlal
24,668,3902,Kavant
24,448,3831,Keshod
24,439,3847,Khambha
24,674,3813,Khambhalia
24,440,3866,Khambhat
24,669,3879,Khanpur
24,450,3874,Kheda
24,458,3760,Khedbrahma
24,451,3752,Kheralu
24,453,6195,Khergam
24,675,3837,Kodinar
24,457,3805,Kotda Sangani
24,669,7556,Kothmba
24,641,6169,Kukarmunda
24,439,3839,Kunkavav Vadia
24,456,3824,Kutiyana
24,789,6168,Lakhani
24,449,3722,Lakhpat
24,460,3791,Lakhtar
24,447,3818,Lalpur
24,439,3841,Lathi
24,439,3842,Lilia
24,460,3797,Limbdi
24,445,3892,Limkheda
24,457,3804,Lodhika
24,669,3882,Lunawada
24,451,3757,Mahesana
24,451,7441,Mahesana City
24,450,3877,Mahudha
24,459,3941,Mahuva
24,443,3860,Mahuva
24,459,3937,Majura
24,448,3833,Malia Hatina
24,673,3798,Maliya
24,672,3771,Malpur
24,448,3825,Manavadar
24,438,3777,Mandal
24,459,3935,Mandvi
24,449,3729,Mandvi
24,459,3933,Mangrol
24,448,3832,Mangrol
24,438,6515,Maninagar
24,446,3774,Mansa
24,450,3875,Matar
24,672,3765,Meghraj
24,450,3873,Mehmedabad
24,448,3830,Mendarda
24,672,3769,Modasa
24,673,7443,Morbi City
24,673,3799,Morvi
24,454,3884,Morwa (Hadaf)
24,460,3793,Muli
24,449,3730,Mundra
24,450,3876,Nadiad
24,450,6531,Nadiad City
24,449,3727,Nakhatrana
24,462,7547,Nanapodha
24,452,3910,Nandod
24,668,3903,Nasvadi
24,453,3922,Navsari
24,442,6170,Netrang
24,641,3942,Nizar
24,441,7557,Ogad
24,674,3812,Okhamandal
24,459,3932,Olpad
24,457,3802,Paddhari
24,461,3906,Padra
24,441,3739,Palanpur
24,441,7436,Palanpur City
24,443,3858,Palitana
24,459,3939,Palsana
24,462,7601,Pardi
24,455,3747,Patan
24,455,7433,Patan City
24,675,3835,Patan-Veraval
24,440,3865,Petlad
24,456,7445,Porabandar City
24,456,3822,Porbandar
24,458,6088,Poshina
24,458,3767,Prantij
24,459,6521,Puna
24,789,7543,Raah
24,455,3745,Radhanpur
24,457,3803,Rajkot
24,457,6520,Rajkot East
24,457,6524,Rajkot South
24,457,6523,Rajkot West
24,439,3849,Rajula
24,456,3823,Ranavav
24,676,3785,Ranpur
24,449,3723,Rapar
24,438,3781,Sabarmati
24,452,3912,Sagbara
24,455,3749,Sami
24,438,3780,Sanand
24,445,6204,Sanjeli
24,668,3904,Sankheda
24,455,3744,Santalpur
24,669,3881,Santrampur
24,455,6196,Saraswati
24,672,7559,Sathamba
24,451,3751,Satlasana
24,439,3846,Savar Kundla
24,461,3897,Savli
24,460,3795,Sayla
24,672,7548,Shamlaji
24,455,6197,Shankheshvar
24,454,3883,Shehera
24,455,3746,Sidhpur
24,443,3856,Sihor
24,445,6480,Singvad
24,461,3908,Sinor
24,440,3862,Sojitra
24,641,3944,Songadh
24,444,6024,Subir
24,789,6166,Suigam
24,445,7549,Sukhsar
24,460,7442,Surendranagar City
24,675,3836,Sutrapada
24,443,3859,Talaja
24,675,3834,Talala
24,458,3768,Talod
24,673,3800,Tankara
24,440,3861,Tarapur
24,460,6037,Thangadh
24,789,3733,Tharad
24,450,3878,Thasra
24,452,3909,Tilakwada
24,641,3943,Uchchhal
24,459,6522,Udhna
24,641,7550,Ukai
24,459,3934,Umarpada
24,462,3931,Umbergaon
24,443,3853,Umrala
24,440,3863,Umreth
24,675,3838,Una
24,451,3753,Unjha
24,457,3809,Upleta
24,458,3762,Vadali
24,441,3738,Vadgam
24,451,3755,Vadnagar
24,461,6529,Vadodara East
24,461,6527,Vadodara North
24,461,3898,Vadodara Rural
24,461,6526,Vadodara South
24,461,6528,Vadodara West
24,461,3899,Vaghodia
24,442,3915,Vagra
24,442,3920,Valia
24,443,3851,Vallabhipur
24,641,3946,Valod
24,462,3927,Valsad
24,462,7599,Valsad City
24,448,3826,Vanthali
24,462,6031,Vapi
24,462,7596,Vapi City
24,450,6034,Vaso
24,438,6516,Vatva
24,789,3732,Vav
24,438,6514,Vejalpur
24,675,7446,Veraval City
24,451,3756,Vijapur
24,458,3761,Vijaynagar
24,457,6198,Vinchchiya
24,438,3779,Viramgam
24,669,3870,Virpur
24,448,3829,Visavadar
24,451,3754,Visnagar
24,641,3945,Vyara
24,460,3792,Wadhwan
24,444,6023,Waghai
24,673,3801,Wankaner
23,411,7024,Adhartal
23,667,3518,Agar
23,420,3435,Ajaygarh
23,639,3713,Alirajpur
23,423,3502,Alot
23,420,3439,Amanganj
23,784,3468,Amarpatan
23,399,3648,Amarwara
23,417,3385,Ambah
23,394,3605,Amla
23,393,3557,Anjad
23,390,3694,Anuppur
23,406,3682,Aron
23,391,3686,Ashoknagar
23,427,3584,Ashta
